   solid_SIDIS_gem_1  |                root  |             solid_SIDIS_gem_1  |                                 0*cm 0*cm -175*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                         36*cm 87*cm 4.8905*mm 0*deg 360*deg  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                       id manual 1100000 
solid_SIDIS_gem_5_14_9  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_14_9  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -108*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13014 
solid_SIDIS_gem_5_14_10  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_10  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -120*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13114 
solid_SIDIS_gem_5_14_11  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_11  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -132*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13214 
solid_SIDIS_gem_5_14_12  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_12  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -144*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13314 
solid_SIDIS_gem_5_14_13  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_13  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -156*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13414 
solid_SIDIS_gem_5_14_14  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_14  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -168*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13514 
solid_SIDIS_gem_5_14_15  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_15  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -180*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13614 
solid_SIDIS_gem_5_14_16  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_16  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -192*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13714 
solid_SIDIS_gem_5_14_17  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_17  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -204*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13814 
solid_SIDIS_gem_5_14_18  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_18  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -216*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13914 
solid_SIDIS_gem_5_14_19  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_19  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -228*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14014 
solid_SIDIS_gem_5_14_20  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_20  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -240*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14114 
solid_SIDIS_gem_5_14_21  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_21  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -252*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14214 
solid_SIDIS_gem_5_14_22  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_22  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -264*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14314 
solid_SIDIS_gem_5_14_23  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_23  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -276*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14414 
solid_SIDIS_gem_5_14_24  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_24  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -288*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14514 
solid_SIDIS_gem_5_14_25  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_25  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -300*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14614 
solid_SIDIS_gem_5_14_26  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_26  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -312*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14714 
solid_SIDIS_gem_5_14_27  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_27  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -324*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14814 
solid_SIDIS_gem_5_14_28  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_28  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -336*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14914 
solid_SIDIS_gem_5_14_29  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_14_29  |                               0*cm 0*cm 1.5275*mm  |                    0*deg 0*deg -348*deg  | ff33fc   |                Tube  |                             42*cm 100*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 15014 
solid_SIDIS_gem_5_15_0  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_0  |                                 0*cm 0*cm 2.53*mm  |                       0*deg 0*deg 0*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12115 
solid_SIDIS_gem_5_15_1  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_1  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -12*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12215 
solid_SIDIS_gem_5_15_2  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_2  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -24*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12315 
solid_SIDIS_gem_5_15_3  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_3  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -36*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12415 
solid_SIDIS_gem_5_15_4  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_4  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -48*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12515 
solid_SIDIS_gem_5_15_5  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_5  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -60*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12615 
solid_SIDIS_gem_5_15_6  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_6  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -72*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12715 
solid_SIDIS_gem_5_15_7  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_7  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -84*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12815 
solid_SIDIS_gem_5_15_8  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_8  |                                 0*cm 0*cm 2.53*mm  |                     0*deg 0*deg -96*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12915 
solid_SIDIS_gem_5_15_9  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_15_9  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -108*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13015 
solid_SIDIS_gem_5_15_10  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_10  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -120*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13115 
solid_SIDIS_gem_5_15_11  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_11  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -132*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13215 
solid_SIDIS_gem_5_15_12  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_12  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -144*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13315 
solid_SIDIS_gem_5_15_13  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_13  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -156*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13415 
solid_SIDIS_gem_5_15_14  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_14  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -168*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13515 
solid_SIDIS_gem_5_15_15  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_15  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -180*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13615 
solid_SIDIS_gem_5_15_16  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_16  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -192*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13715 
solid_SIDIS_gem_5_15_17  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_17  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -204*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13815 
solid_SIDIS_gem_5_15_18  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_18  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -216*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13915 
solid_SIDIS_gem_5_15_19  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_19  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -228*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14015 
solid_SIDIS_gem_5_15_20  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_20  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -240*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14115 
solid_SIDIS_gem_5_15_21  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_21  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -252*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14215 
solid_SIDIS_gem_5_15_22  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_22  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -264*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14315 
solid_SIDIS_gem_5_15_23  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_23  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -276*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14415 
solid_SIDIS_gem_5_15_24  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_24  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -288*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14515 
solid_SIDIS_gem_5_15_25  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_25  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -300*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14615 
solid_SIDIS_gem_5_15_26  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_26  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -312*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14715 
solid_SIDIS_gem_5_15_27  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_27  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -324*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14815 
solid_SIDIS_gem_5_15_28  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_28  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -336*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14915 
solid_SIDIS_gem_5_15_29  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_15_29  |                                 0*cm 0*cm 2.53*mm  |                    0*deg 0*deg -348*deg  | ffe731   |                Tube  |                        42*cm 100*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 15015 
solid_SIDIS_gem_5_16_0  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_0  |                               0*cm 0*cm 2.5575*mm  |                       0*deg 0*deg 0*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12116 
solid_SIDIS_gem_5_16_1  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_1  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -12*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12216 
solid_SIDIS_gem_5_16_2  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_2  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -24*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12316 
solid_SIDIS_gem_5_16_3  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_3  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -36*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12416 
solid_SIDIS_gem_5_16_4  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_4  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -48*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12516 
solid_SIDIS_gem_5_16_5  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_5  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -60*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12616 
solid_SIDIS_gem_5_16_6  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_6  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -72*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12716 
solid_SIDIS_gem_5_16_7  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_7  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -84*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12816 
solid_SIDIS_gem_5_16_8  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_8  |                               0*cm 0*cm 2.5575*mm  |                     0*deg 0*deg -96*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12916 
solid_SIDIS_gem_5_16_9  |   solid_SIDIS_gem_5  |        solid_SIDIS_gem_5_16_9  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -108*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13016 
solid_SIDIS_gem_5_16_10  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_10  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -120*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13116 
solid_SIDIS_gem_5_16_11  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_11  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -132*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13216 
solid_SIDIS_gem_5_16_12  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_12  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -144*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13316 
solid_SIDIS_gem_5_16_13  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_13  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -156*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13416 
solid_SIDIS_gem_5_16_14  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_14  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -168*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13516 
solid_SIDIS_gem_5_16_15  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_15  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -180*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13616 
solid_SIDIS_gem_5_16_16  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_16  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -192*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13716 
solid_SIDIS_gem_5_16_17  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_17  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -204*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13816 
solid_SIDIS_gem_5_16_18  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_18  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -216*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 13916 
solid_SIDIS_gem_5_16_19  |   solid_SIDIS_gem_5  |       solid_SIDIS_gem_5_16_19  |                               0*cm 0*cm 2.5575*mm  |                    0*deg 0*deg -228*deg  | 1a4fff   |                Tube  |                         42*cm 100*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 14016 
